year,country,co2,co2_per_capita,trade_co2,coal_co2,cement_co2,oil_co2,gas_co2,gas_co2_per_capita,co2_growth_prct,share_global_co2
1946,Algeria,0.762,0.091,,0.569,0.058,,0.135,0.016,23.82,0.02
1947,Algeria,0.743,0.088,,0.546,0.062,,0.136,0.016,-2.41,0.01
1948,Algeria,0.802,0.093,,0.598,0.065,,0.139,0.016,7.88,0.01
1949,Algeria,0.908,0.104,,0.706,0.062,,0.14,0.016,13.25,0.02
1950,Algeria,3.784,0.426,,1.883,0.16,1.74,,,316.62,0.06
1951,Algeria,4.131,0.458,,2.041,0.222,1.869,,,9.19,0.06
1952,Algeria,3.889,0.423,,1.843,0.24,1.806,,,-5.86,0.06
1953,Algeria,3.999,0.427,,1.548,0.255,2.197,,,2.82,0.06
1954,Algeria,4.152,0.434,,1.484,0.327,2.341,,,3.83,0.06
1955,Algeria,4.607,0.471,,1.594,0.334,2.678,,,10.94,0.06
1956,Algeria,4.995,0.499,,1.761,0.323,2.911,,,8.43,0.06
1957,Algeria,5.537,0.54,,1.975,0.353,3.21,,,10.85,0.07
1958,Algeria,5.214,0.496,,1.81,0.418,2.986,,,-5.83,0.06
1959,Algeria,5.657,0.525,,1.462,0.472,3.723,,,8.49,0.06
1960,Algeria,6.151,0.556,,1.257,0.523,4.371,,,8.74,0.07
1961,Algeria,6.056,0.534,,0.765,0.53,4.31,0.45,0.04,-1.55,0.06
1962,Algeria,5.661,0.487,,0.406,0.432,4.134,0.688,0.059,-6.52,0.06
1963,Algeria,5.419,0.455,,0.253,0.436,4.126,0.605,0.051,-4.27,0.05
1964,Algeria,5.643,0.462,,0.282,0.389,3.781,1.191,0.097,4.13,0.05
1965,Algeria,6.589,0.525,,0.264,0.367,4.179,1.778,0.142,16.75,0.06
1966,Algeria,8.421,0.653,,0.271,0.327,5.972,1.85,0.143,27.81,0.07
1967,Algeria,8.432,0.635,,0.19,0.36,6.091,1.791,0.135,0.13,0.07
1968,Algeria,9.05,0.662,,0.202,0.429,6.536,1.884,0.138,7.34,0.07
1969,Algeria,11.263,0.801,,0.451,0.469,7.868,2.476,0.176,24.45,0.08
1970,Algeria,15.059,1.041,,0.971,0.458,6.837,0.136,0.009,33.7,0.1
1971,Algeria,18.65,1.254,,0.901,0.476,7.617,0.674,0.045,23.84,0.12
1972,Algeria,28.323,1.853,,0.649,0.458,7.258,3.136,0.205,51.87,0.17
1973,Algeria,38.277,2.436,,0.821,0.498,9.376,3.147,0.2,35.15,0.22
1974,Algeria,31.877,1.974,,0.7,0.465,9.607,2.451,0.152,-16.72,0.19
1975,Algeria,32.001,1.927,,0.791,0.469,11.291,4.459,0.268,0.39,0.19
1976,Algeria,39.131,2.29,,0.586,0.688,11.035,6.063,0.355,22.28,0.22
1977,Algeria,41.845,2.38,,0.605,0.874,13.868,3.605,0.205,6.94,0.23
1978,Algeria,62.455,3.45,,0.572,1.321,13.165,23.856,1.318,49.25,0.33
1979,Algeria,45.546,2.442,,0.894,1.841,15.359,8.167,0.438,-27.07,0.23
1980,Algeria,66.416,3.455,,1.608,2.022,18.62,25.479,1.326,45.82,0.34
1981,Algeria,46.342,2.338,,1.909,2.165,18.157,11.165,0.563,-30.23,0.24
1982,Algeria,39.173,1.915,,1.975,2.126,18.642,7.17,0.351,-15.47,0.21
1983,Algeria,52.504,2.488,,3.148,2.318,22.022,16.61,0.787,34.03,0.28
1984,Algeria,70.947,3.26,,4.027,2.661,22.768,30.51,1.402,35.13,0.36
1985,Algeria,72.609,3.237,,3.078,2.92,22.504,27.7,1.235,2.34,0.36
1986,Algeria,76.08,3.293,,2.726,3.083,22.761,33.086,1.432,4.78,0.37
1987,Algeria,83.884,3.528,,2.968,3.591,25.091,40.117,1.687,10.26,0.39
1988,Algeria,83.708,3.425,,2.975,3.415,27.285,38.972,1.594,-0.21,0.38
1989,Algeria,79.808,3.179,,2.986,3.223,25.153,36.673,1.461,-4.66,0.36
1990,Algeria,76.738,2.979,,2.942,2.989,23.204,38.908,1.51,-3.85,0.34
1991,Algeria,78.807,2.985,,2.689,2.969,26.066,38.428,1.456,2.7,0.34
1992,Algeria,79.883,2.956,,2.378,2.998,28.678,31.932,1.181,1.37,0.35
1993,Algeria,81.944,2.965,,1.924,2.988,27.993,36.098,1.306,2.58,0.36
1994,Algeria,86.147,3.053,,2.286,2.821,30.45,37.386,1.325,5.13,0.38
1995,Algeria,94.981,3.303,,1.935,3.165,27.081,47.222,1.642,10.25,0.4
1996,Algeria,96.786,3.307,,1.407,3.006,27.407,50.567,1.728,1.9,0.4
1997,Algeria,87.005,2.925,,1.381,3.271,30.019,39.007,1.312,-10.11,0.36
1998,Algeria,106.621,3.531,,2.11,3.446,33.09,54.641,1.81,22.55,0.44
1999,Algeria,91.668,2.993,,2.173,3.435,22.188,50.92,1.663,-14.02,0.37
2000,Algeria,82.221,2.649,,1.96,3.789,26.828,38.534,1.241,-10.31,0.33
2001,Algeria,83.78,2.664,,2.096,3.766,28.458,41.029,1.304,1.9,0.33
2002,Algeria,89.407,2.807,,2.609,4.058,29.495,44.653,1.402,6.72,0.34
2003,Algeria,91.048,2.822,,2.788,4.032,31.943,44.027,1.365,1.84,0.33
2004,Algeria,87.853,2.687,,1.924,4.897,32.818,41.209,1.26,-3.51,0.31
2005,Algeria,106.473,3.212,,2.363,5.662,31.052,61.211,1.846,21.19,0.36
2006,Algeria,100.203,2.979,,2.7,6.54,35.233,49.306,1.466,-5.89,0.33
2007,Algeria,108.402,3.173,,3.012,7.001,38.322,51.076,1.495,8.18,0.34
2008,Algeria,109.032,3.139,,3.008,7.583,37.363,51.551,1.484,0.58,0.34
2009,Algeria,120.185,3.401,,1.594,8.22,44.891,54.894,1.554,10.23,0.38
2010,Algeria,117.813,3.275,,1.216,8.252,45.365,53.368,1.483,-1.97,0.35
2011,Algeria,119.808,3.268,,1.048,8.187,46.92,56.721,1.547,1.69,0.35
2012,Algeria,128.111,3.427,,1.037,7.697,48.539,64.114,1.715,6.93,0.37
2013,Algeria,132.435,3.472,,0.725,7.298,51.919,65.45,1.716,3.38,0.38
2014,Algeria,142.529,3.662,,0.546,7.668,52.886,73.833,1.897,7.62,0.4
2015,Algeria,149.683,3.768,,0.502,8.062,55.59,78.769,1.983,5.02,0.42
2016,Algeria,148.929,3.673,,,9.356,54.627,78.677,1.94,-0.5,0.42
2017,Algeria,154.936,3.743,,0.795,10.71,55.308,82.352,1.99,4.03,0.43
2018,Algeria,161.487,3.824,,1.33,10.749,54.922,88.887,2.105,4.23,0.44
2019,Algeria,166.642,3.871,,1.099,10.749,56.759,92.436,2.147,3.19,0.45
2020,Algeria,154.995,3.535,,1.099,10.749,49.33,88.219,2.012,-6.99,0.45
1990,Andorra,0.407,7.461,,,,0.407,,,,0.0
1991,Andorra,0.407,7.177,,,,0.407,,,0.0,0.0
1992,Andorra,0.407,6.907,,,,0.407,,,0.0,0.0
1993,Andorra,0.41,6.73,,,,0.41,,,0.9,0.0
1994,Andorra,0.407,6.489,,,,0.407,,,-0.89,0.0
1995,Andorra,0.425,6.656,,,,0.425,,,4.5,0.0
1996,Andorra,0.454,7.059,,,,0.454,,,6.9,0.0
1997,Andorra,0.465,7.235,,,,0.465,,,2.42,0.0
1998,Andorra,0.491,7.655,,,,0.491,,,5.51,0.0
1999,Andorra,0.513,7.969,,,,0.513,,,4.48,0.0
2000,Andorra,0.524,8.013,,,,0.524,,,2.14,0.0
2001,Andorra,0.524,7.78,,,,0.524,,,0.0,0.0
2002,Andorra,0.531,7.584,,,,0.531,,,1.4,0.0
2003,Andorra,0.535,7.31,,,,0.535,,,0.69,0.0
2004,Andorra,0.561,7.352,,,,0.561,,,4.79,0.0
2005,Andorra,0.575,7.294,,,,0.575,,,2.61,0.0
2006,Andorra,0.546,6.74,,,,0.546,,,-5.1,0.0
2007,Andorra,0.539,6.514,,,,0.539,,,-1.34,0.0
2008,Andorra,0.539,6.423,,,,0.539,,,0.0,0.0
2009,Andorra,0.517,6.117,,,,0.517,,,-4.08,0.0
2010,Andorra,0.517,6.117,,,,0.517,,,0.0,0.0
2011,Andorra,0.491,5.862,,,,0.491,,,-4.96,0.0
2012,Andorra,0.487,5.912,,,,0.487,,,-0.75,0.0
2013,Andorra,0.476,5.897,,,,0.476,,,-2.26,0.0
2014,Andorra,0.462,5.828,,,,0.462,,,-3.08,0.0
2015,Andorra,0.465,5.966,,,,0.465,,,0.79,0.0
2016,Andorra,0.469,6.068,,,,0.469,,,0.79,0.0
2017,Andorra,0.465,6.044,,,,0.465,,,-0.78,0.0
2018,Andorra,0.495,6.423,,,,0.495,,,6.3,0.0
2019,Andorra,0.502,6.505,,,,0.502,,,1.46,0.0
2020,Andorra,0.466,6.035,,,,0.466,,,-7.08,0.0
1950,Angola,0.187,0.041,,0.06,,0.127,,,,0.0
1951,Angola,0.249,0.054,,0.095,,0.154,,,33.33,0.0
1952,Angola,0.311,0.066,,0.121,,0.191,,,25.0,0.0
1953,Angola,0.275,0.057,,0.07,0.015,0.191,,,-11.8,0.0
1954,Angola,0.348,0.07,,0.076,0.022,0.25,,,26.66,0.01
1955,Angola,0.414,0.082,,0.084,0.036,0.293,,,18.92,0.01
1956,Angola,0.502,0.098,,0.04,0.044,0.418,,,21.24,0.01
1957,Angola,0.619,0.118,,0.081,0.065,0.473,,,23.34,0.01
1958,Angola,0.593,0.112,,0.044,0.084,0.465,,,-4.17,0.01
1959,Angola,0.619,0.115,,0.055,0.076,0.487,,,4.34,0.01
1960,Angola,0.549,0.101,,0.124,0.079,0.346,,,-11.26,0.01
1961,Angola,0.454,0.082,,0.063,0.077,0.314,,,-17.35,0.0
1962,Angola,1.179,0.21,,0.091,0.083,1.004,,,159.89,0.01
1963,Angola,1.15,0.202,,0.022,0.094,1.033,,,-2.49,0.01
1964,Angola,1.223,0.213,,0.077,0.105,1.041,,,6.37,0.01
1965,Angola,1.186,0.206,,0.055,0.12,1.011,,,-3.01,0.01
1966,Angola,1.552,0.268,,0.088,0.131,1.334,,,30.88,0.01
1967,Angola,0.992,0.172,,0.055,0.138,0.799,,,-36.11,0.01
1968,Angola,1.67,0.289,,0.102,0.152,1.415,,,68.33,0.01
1969,Angola,2.783,0.48,,0.092,0.189,2.502,,,66.7,0.02
1970,Angola,3.578,0.607,,0.048,0.221,1.742,0.084,0.014,28.56,0.02
1971,Angola,3.405,0.564,,0.029,0.261,1.643,0.084,0.014,-4.82,0.02
1972,Angola,4.501,0.72,,0.007,0.309,2.475,0.11,0.018,32.16,0.03
1973,Angola,4.874,0.75,,0.022,0.382,2.51,0.125,0.019,8.29,0.03
1974,Angola,4.866,0.72,,,0.374,2.449,0.132,0.02,-0.15,0.03
1975,Angola,4.409,0.628,,,0.323,2.18,0.125,0.018,-9.4,0.03
1976,Angola,3.28,0.451,,,0.147,1.935,0.11,0.015,-25.6,0.02
1977,Angola,3.528,0.468,,,0.146,1.074,0.136,0.018,7.54,0.02
1978,Angola,5.4,0.693,,,0.19,2.678,0.136,0.017,53.08,0.03
1979,Angola,5.489,0.681,,,0.187,2.77,0.136,0.017,1.66,0.03
1980,Angola,5.334,0.64,,,0.113,2.658,0.147,0.018,-2.82,0.03
1981,Angola,5.267,0.61,,,0.115,2.763,0.172,0.02,-1.27,0.03
1982,Angola,4.635,0.518,,,0.114,2.156,0.172,0.019,-11.99,0.02
1983,Angola,5.101,0.55,,,0.099,2.535,0.198,0.021,10.04,0.03
1984,Angola,4.986,0.519,,,0.157,2.292,0.22,0.023,-2.25,0.03
1985,Angola,4.676,0.469,,,0.155,1.96,0.22,0.022,-6.21,0.02
1986,Angola,4.634,0.449,,,0.153,1.869,0.245,0.024,-0.9,0.02
1987,Angola,5.786,0.541,,,0.151,2.924,0.297,0.028,24.86,0.03
1988,Angola,5.049,0.456,,,0.422,1.905,0.3,0.027,-12.73,0.02
1989,Angola,4.923,0.43,,,0.416,1.745,0.319,0.028,-2.51,0.02
1990,Angola,5.09,0.43,,,0.107,2.475,1.011,0.085,3.39,0.02
1991,Angola,5.064,0.413,,,0.107,2.281,1.084,0.088,-0.51,0.02
1992,Angola,5.164,0.408,,,0.123,2.29,1.066,0.084,1.98,0.02
1993,Angola,5.748,0.44,,,0.102,2.968,1.048,0.08,11.31,0.03
1994,Angola,3.865,0.286,,,0.098,1.297,0.971,0.072,-32.77,0.02
1995,Angola,10.949,0.785,,,0.081,8.416,1.048,0.075,183.32,0.05
1996,Angola,10.424,0.724,,,0.11,7.039,1.048,0.073,-4.79,0.04
1997,Angola,7.348,0.494,,,0.122,3.331,1.066,0.072,-29.51,0.03
1998,Angola,7.268,0.473,,,0.142,2.763,1.085,0.071,-1.08,0.03
1999,Angola,9.13,0.575,,,0.084,3.708,1.048,0.066,25.62,0.04
2000,Angola,9.516,0.58,,,0.081,3.668,1.085,0.066,4.23,0.04
2001,Angola,9.671,0.571,,,0.221,4.302,0.989,0.058,1.63,0.04
2002,Angola,12.598,0.719,,,0.239,5.02,1.158,0.066,30.27,0.05
2003,Angola,8.989,0.496,,,0.28,6.837,1.216,0.067,-28.65,0.03
2004,Angola,18.701,0.997,,,0.3,5.034,1.44,0.077,108.04,0.07
2005,Angola,19.006,0.978,,,0.521,4.734,1.249,0.064,1.63,0.06
2006,Angola,22.102,1.097,,,0.539,7.757,1.304,0.065,16.29,0.07
2007,Angola,24.977,1.195,,,0.542,8.801,1.594,0.076,13.01,0.08
2008,Angola,25.486,1.175,,,0.685,10.219,1.271,0.059,2.04,0.08
2009,Angola,27.565,1.224,,,0.693,12.296,1.29,0.057,8.16,0.09
2010,Angola,28.865,1.236,,,0.578,13.37,1.37,0.059,4.71,0.09
2011,Angola,30.33,1.252,,,0.765,14.345,1.403,0.058,5.08,0.09
2012,Angola,33.801,1.346,,,1.147,17.268,1.422,0.057,11.44,0.1
2013,Angola,33.229,1.277,,,1.557,17.441,0.766,0.029,-1.69,0.09
2014,Angola,33.296,1.236,,,1.976,17.289,0.579,0.022,0.2,0.09
2015,Angola,33.621,1.206,,,2.03,16.691,1.44,0.052,0.98,0.09
2016,Angola,31.404,1.089,,,1.744,15.403,1.495,0.052,-6.6,0.09
2017,Angola,28.42,0.953,,,0.178,12.835,1.572,0.053,-9.5,0.08
2018,Angola,24.376,0.791,,,1.937,12.963,1.608,0.052,-14.23,0.07
2019,Angola,23.487,0.738,,,1.937,12.409,1.274,0.04,-3.65,0.06
2020,Angola,22.198,0.675,,,1.937,11.08,1.314,0.04,-5.49,0.06
1990,Anguilla,0.051,5.768,,,,0.051,,,,0.0
1991,Anguilla,0.051,5.614,,,,0.051,,,0.0,0.0
1992,Anguilla,0.055,5.889,,,,0.055,,,7.14,0.0
1993,Anguilla,0.066,6.949,,,,0.066,,,20.0,0.0
1994,Anguilla,0.066,6.827,,,,0.066,,,0.0,0.0
1995,Anguilla,0.066,6.683,,,,0.066,,,0.0,0.0
1996,Anguilla,0.07,6.881,,,,0.07,,,5.56,0.0
1997,Anguilla,0.07,6.702,,,,0.07,,,0.0,0.0
1998,Anguilla,0.077,7.202,,,,0.077,,,10.53,0.0
1999,Anguilla,0.081,7.342,,,,0.081,,,4.76,0.0
2000,Anguilla,0.088,7.819,,,,0.088,,,9.09,0.0
2001,Anguilla,0.095,8.269,,,,0.095,,,8.33,0.0
2002,Anguilla,0.095,8.103,,,,0.095,,,0.0,0.0
2003,Anguilla,0.103,8.554,,,,0.103,,,7.69,0.0
2004,Anguilla,0.121,9.886,,,,0.121,,,17.86,0.0
2005,Anguilla,0.128,10.307,,,,0.128,,,6.06,0.0
2006,Anguilla,0.143,11.287,,,,0.143,,,11.43,0.0
2007,Anguilla,0.15,11.68,,,,0.15,,,5.13,0.0
2008,Anguilla,0.15,11.506,,,,0.15,,,0.0,0.0
2009,Anguilla,0.147,11.063,,,,0.147,,,-2.44,0.0
2010,Anguilla,0.15,11.181,,,,0.15,,,2.5,0.0
2011,Anguilla,0.143,10.498,,,,0.143,,,-4.88,0.0
2012,Anguilla,0.143,10.359,,,,0.143,,,0.0,0.0
2013,Anguilla,0.117,8.404,,,,0.117,,,-17.95,0.0
2014,Anguilla,0.139,9.865,,,,0.139,,,18.75,0.0
2015,Anguilla,0.154,10.777,,,,0.154,,,10.53,0.0
2016,Anguilla,0.154,10.661,,,,0.154,,,0.0,0.0
2017,Anguilla,0.143,9.795,,,,0.143,,,-7.14,0.0
2018,Anguilla,0.143,9.696,,,,0.143,,,0.0,0.0
2019,Anguilla,0.139,9.378,,,,0.139,,,-2.39,0.0
2020,Anguilla,0.123,8.227,,,,0.123,,,-11.51,0.0
1987,Antarctica,0.004,,,,,0.004,,,,0.0
1988,Antarctica,0.007,,,,,0.007,,,100.0,0.0
1989,Antarctica,0.007,,,,,0.007,,,0.0,0.0
1990,Antarctica,0.011,,,,,0.011,,,50.0,0.0
1991,Antarctica,0.015,,,,,0.015,,,33.33,0.0
1992,Antarctica,0.015,,,,,0.015,,,0.0,0.0
1993,Antarctica,0.015,,,,,0.015,,,0.0,0.0
1994,Antarctica,0.015,,,,,0.015,,,0.0,0.0
1995,Antarctica,0.004,,,,,0.004,,,-75.0,0.0
1996,Antarctica,0.004,,,,,0.004,,,0.0,0.0
1997,Antarctica,0.004,,,,,0.004,,,0.0,0.0
1998,Antarctica,0.004,,,,,0.004,,,0.0,0.0
1999,Antarctica,0.004,,,,,0.004,,,0.0,0.0
2000,Antarctica,0.004,,,,,0.004,,,0.0,0.0
2001,Antarctica,0.004,,,,,0.004,,,0.0,0.0
2002,Antarctica,0.004,,,,,0.004,,,0.0,0.0
2003,Antarctica,0.004,,,,,0.004,,,0.0,0.0
2004,Antarctica,0.007,,,,,0.007,,,100.0,0.0
2005,Antarctica,0.007,,,,,0.007,,,0.0,0.0
2006,Antarctica,0.007,,,,,0.007,,,0.0,0.0
2007,Antarctica,0.011,,,,,0.011,,,50.0,0.0
2008,Antarctica,,,,,,,,,0.0,
2009,Antarctica,,,,,,,,,0.0,
2010,Antarctica,,,,,,,,,0.0,
2011,Antarctica,,,,,,,,,0.0,
2012,Antarctica,,,,,,,,,0.0,
2013,Antarctica,,,,,,,,,0.0,
2014,Antarctica,,,,,,,,,0.0,
2015,Antarctica,,,,,,,,,0.0,
2016,Antarctica,,,,,,,,,0.0,
2017,Antarctica,,,,,,,,,0.0,
2018,Antarctica,,,,,,,,,0.0,
2019,Antarctica,,,,,,,,,0.0,
2020,Antarctica,,,,,,,,,0.0,
1957,Antigua and Barbuda,0.022,0.428,,,,0.022,,,,0.0
1958,Antigua and Barbuda,0.029,0.561,,,,0.029,,,33.33,0.0
1959,Antigua and Barbuda,0.029,0.551,,,,0.029,,,0.0,0.0
1960,Antigua and Barbuda,0.037,0.677,,,,0.037,,,25.0,0.0
1961,Antigua and Barbuda,0.048,0.866,,,,0.048,,,30.0,0.0
1962,Antigua and Barbuda,0.103,1.837,,,,0.103,,,115.38,0.0
1963,Antigua and Barbuda,0.084,1.486,,,,0.084,,,-17.86,0.0
1964,Antigua and Barbuda,0.092,1.589,,,,0.092,,,8.7,0.0
1965,Antigua and Barbuda,0.15,2.559,,,,0.15,,,64.0,0.0
1966,Antigua and Barbuda,0.348,5.81,,,,0.348,,,131.71,0.0
1967,Antigua and Barbuda,0.564,9.214,,,,0.564,,,62.11,0.0
1968,Antigua and Barbuda,0.989,15.823,,,,0.989,,,75.32,0.01
1969,Antigua and Barbuda,1.257,19.775,,,,1.257,,,27.04,0.01
1970,Antigua and Barbuda,0.462,7.193,,,,0.462,,,-63.27,0.0
1971,Antigua and Barbuda,0.425,6.604,,,,0.425,,,-7.94,0.0
1972,Antigua and Barbuda,0.374,5.827,,,,0.374,,,-12.07,0.0
1973,Antigua and Barbuda,0.33,5.181,,,,0.33,,,-11.76,0.0
1974,Antigua and Barbuda,0.429,6.793,,,,0.429,,,30.0,0.0
1975,Antigua and Barbuda,0.707,11.284,,,,0.707,,,64.96,0.0
1976,Antigua and Barbuda,0.403,6.464,,,,0.403,,,-43.01,0.0
1977,Antigua and Barbuda,0.465,7.486,,,,0.465,,,15.45,0.0
1978,Antigua and Barbuda,0.491,7.914,,,,0.491,,,5.51,0.0
1979,Antigua and Barbuda,0.407,6.565,,,,0.407,,,-17.16,0.0
1980,Antigua and Barbuda,0.143,2.31,,,,0.143,,,-64.86,0.0
1981,Antigua and Barbuda,0.106,1.72,,,,0.106,,,-25.64,0.0
1982,Antigua and Barbuda,0.293,4.745,,,,0.293,,,175.86,0.0
1983,Antigua and Barbuda,0.084,1.364,,,,0.084,,,-71.25,0.0
1984,Antigua and Barbuda,0.147,2.372,,,,0.147,,,73.91,0.0
1985,Antigua and Barbuda,0.249,4.033,,,,0.249,,,70.0,0.0
1986,Antigua and Barbuda,0.249,4.035,,,,0.249,,,0.0,0.0
1987,Antigua and Barbuda,0.275,4.453,,,,0.275,,,10.29,0.0
1988,Antigua and Barbuda,0.286,4.628,,,,0.286,,,4.0,0.0
1989,Antigua and Barbuda,0.286,4.609,,,,0.286,,,0.0,0.0
1990,Antigua and Barbuda,0.22,3.516,,,,0.22,,,-23.08,0.0
1991,Antigua and Barbuda,0.213,3.354,,,,0.213,,,-3.33,0.0
1992,Antigua and Barbuda,0.209,3.24,,,,0.209,,,-1.72,0.0
1993,Antigua and Barbuda,0.216,3.286,,,,0.216,,,3.51,0.0
1994,Antigua and Barbuda,0.216,3.217,,,,0.216,,,0.0,0.0
1995,Antigua and Barbuda,0.224,3.255,,,,0.224,,,3.39,0.0
1996,Antigua and Barbuda,0.238,3.394,,,,0.238,,,6.56,0.0
1997,Antigua and Barbuda,0.256,3.577,,,,0.256,,,7.69,0.0
1998,Antigua and Barbuda,0.271,3.703,,,,0.271,,,5.71,0.0
1999,Antigua and Barbuda,0.282,3.778,,,,0.282,,,4.05,0.0
2000,Antigua and Barbuda,0.293,3.856,,,,0.293,,,3.9,0.0
2001,Antigua and Barbuda,0.297,3.844,,,,0.297,,,1.25,0.0
2002,Antigua and Barbuda,0.33,4.212,,,,0.33,,,11.11,0.0
2003,Antigua and Barbuda,0.352,4.435,,,,0.352,,,6.67,0.0
2004,Antigua and Barbuda,0.366,4.56,,,,0.366,,,4.17,0.0
2005,Antigua and Barbuda,0.374,4.588,,,,0.374,,,2.0,0.0
2006,Antigua and Barbuda,0.385,4.651,,,,0.385,,,2.94,0.0
2007,Antigua and Barbuda,0.407,4.84,,,,0.407,,,5.71,0.0
2008,Antigua and Barbuda,0.418,4.891,,,,0.418,,,2.7,0.0
2009,Antigua and Barbuda,0.443,5.111,,,,0.443,,,6.14,0.0
2010,Antigua and Barbuda,0.454,5.161,,,,0.454,,,2.48,0.0
2011,Antigua and Barbuda,0.443,4.967,,,,0.443,,,-2.42,0.0
2012,Antigua and Barbuda,0.458,5.066,,,,0.458,,,3.31,0.0
2013,Antigua and Barbuda,0.462,5.045,,,,0.462,,,0.8,0.0
2014,Antigua and Barbuda,0.462,4.988,,,,0.462,,,0.0,0.0
2015,Antigua and Barbuda,0.48,5.13,,,,0.48,,,3.97,0.0
2016,Antigua and Barbuda,0.491,5.194,,,,0.491,,,2.29,0.0
2017,Antigua and Barbuda,0.491,5.145,,,,0.491,,,0.0,0.0
2018,Antigua and Barbuda,0.498,5.176,,,,0.498,,,1.49,0.0
2019,Antigua and Barbuda,0.486,5.008,,,,0.486,,,-2.39,0.0
2020,Antigua and Barbuda,0.43,4.395,,,,0.43,,,-11.51,0.0
1887,Argentina,1.085,0.354,,1.085,,,,,,0.1
1888,Argentina,0.89,0.282,,0.89,,,,,-17.91,0.07
1889,Argentina,1.755,0.538,,1.755,,,,,97.12,0.15
1890,Argentina,1.37,0.407,,1.37,,,,,-21.92,0.11
1891,Argentina,0.938,0.27,,0.938,,,,,-31.55,0.07
1892,Argentina,1.385,0.385,,1.385,,,,,47.66,0.1
1893,Argentina,1.554,0.418,,1.554,,,,,12.17,0.11
1894,Argentina,1.993,0.519,,1.993,,,,,28.3,0.14
1895,Argentina,2.264,0.571,,2.264,,,,,13.6,0.15
1896,Argentina,2.305,0.562,,2.305,,,,,1.78,0.15
1897,Argentina,2.081,0.491,,2.081,,,,,-9.7,0.13
1898,Argentina,2.349,0.536,,2.349,,,,,12.85,0.14
1899,Argentina,2.92,0.645,,2.92,,,,,24.34,0.16
1900,Argentina,2.07,0.442,,2.07,,,,,-29.11,0.11
1901,Argentina,2.492,0.513,,2.492,,,,,20.35,0.12
1902,Argentina,2.814,0.558,,2.814,,,,,12.94,0.14
1903,Argentina,2.862,0.547,,2.862,,,,,1.69,0.13
1904,Argentina,3.796,0.698,,3.796,,,,,32.65,0.17
1905,Argentina,3.983,0.706,,3.983,,,,,4.92,0.16
1906,Argentina,6.254,1.068,,6.254,,,,,57.04,0.25
1907,Argentina,6.254,1.028,,6.254,,,,,0.0,0.22
1908,Argentina,7.617,1.206,,7.61,,0.007,,,21.79,0.27
1909,Argentina,5.936,0.908,,5.925,,0.011,,,-22.08,0.21
1910,Argentina,8.907,1.318,,8.896,,0.011,,,50.06,0.29
1911,Argentina,9.944,1.428,,9.937,,0.007,,,11.64,0.32
1912,Argentina,9.479,1.324,,9.457,,0.022,,,-4.68,0.29
1913,Argentina,10.146,1.38,,10.087,,0.059,,,7.04,0.29
1914,Argentina,8.673,1.15,,8.548,,0.121,0.004,0.0,-14.52,0.27
1915,Argentina,6.94,0.897,,6.701,,0.227,0.011,0.001,-19.98,0.22
1916,Argentina,4.987,0.628,,4.587,,0.385,0.015,0.002,-28.14,0.15
1917,Argentina,2.231,0.274,,1.663,,0.542,0.026,0.003,-55.25,0.06
1918,Argentina,2.521,0.301,,1.891,,0.601,0.029,0.004,12.97,0.07
1919,Argentina,3.726,0.434,,3.103,,0.594,0.029,0.003,47.82,0.12
1920,Argentina,5.892,0.667,,5.122,,0.733,0.037,0.004,58.11,0.17
1921,Argentina,5.54,0.61,,4.565,,0.927,0.048,0.005,-5.97,0.18
1922,Argentina,7.299,0.781,,5.889,,1.348,0.062,0.007,31.75,0.23
1923,Argentina,8.446,0.877,,6.844,,1.525,0.077,0.008,15.71,0.23
1924,Argentina,10.959,1.106,,8.753,,2.077,0.128,0.013,29.76,0.3
1925,Argentina,11.237,1.101,,8.35,,2.722,0.165,0.016,2.54,0.3
1926,Argentina,11.259,1.071,,7.451,,3.515,0.293,0.028,0.2,0.31
1927,Argentina,13.374,1.235,,9.258,,3.856,0.26,0.024,18.78,0.34
1928,Argentina,12.739,1.142,,8.284,0.116,4.041,0.297,0.027,-4.75,0.32
1929,Argentina,13.13,1.146,,8.321,0.174,4.177,0.458,0.04,3.07,0.31
1930,Argentina,12.767,1.088,,8.119,0.189,4.005,0.454,0.039,-2.76,0.33
1931,Argentina,12.844,1.07,,6.947,0.265,5.067,0.564,0.047,0.6,0.37
1932,Argentina,13.1,1.07,,6.331,0.247,5.752,0.769,0.063,2.0,0.41
1933,Argentina,13.232,1.062,,5.959,0.254,5.985,1.034,0.083,1.01,0.4
1934,Argentina,14.24,1.123,,6.581,0.28,6.13,1.249,0.098,7.61,0.39
1935,Argentina,13.997,1.085,,6.337,0.356,6.249,1.056,0.082,-1.7,0.37
1936,Argentina,15.096,1.15,,6.987,0.411,6.786,0.912,0.07,7.85,0.36
1937,Argentina,16.711,1.251,,8.158,0.512,7.176,0.865,0.065,10.7,0.37
1938,Argentina,16.347,1.202,,7.396,0.614,7.498,0.839,0.062,-2.18,0.39
1939,Argentina,17.377,1.255,,7.764,0.556,8.171,0.887,0.064,6.3,0.39
1940,Argentina,15.864,1.126,,5.369,0.534,9.045,0.916,0.065,-8.71,0.33
1941,Argentina,13.94,0.971,,2.686,0.578,9.662,1.015,0.071,-12.13,0.28
1942,Argentina,13.479,0.921,,1.385,0.531,10.409,1.154,0.079,-3.31,0.27
